Communication_number,Social_unit,Part_exchange,Gesture_start_time,Duration_analysis_include,Mau_end_time,Outcome_time,Outcome,Sgn_ID,Rcp_ID,Signaller_age,Recipient_age,Goal_anon
101316,Sonso,1_1,2.64,Include,3.64,6.08,OtherSignaller,ID_77,Observer,1,NA,NA
101519,Sonso,1_1,24.08,Include,24.96,25.08,Exclude,ID_77,Observer,1,NA,NA
101519,Sonso,1_1,22.4,Include,23.12,25.08,Exclude,ID_77,Observer,1,NA,NA
100181,Sonso,1_1,13.84,Include,14.72,14.72,NoValue,ID_77,Observer,4,NA,Goal_9
101204,Sonso,1_1,5.44,Include,6.12,6.6,Exclude,ID_77,Observer,1,NA,NA
101401,Sonso,1_1,2.36,Include,3.08,4.2,Exclude,ID_77,Observer,1,NA,Goal_9
101155,Sonso,1_1,68.72,Include,69.44,69.88,OtherSignaller,ID_77,Observer,1,NA,Goal_9
101204,Sonso,1_1,5.32,Include,5.84,6.6,Exclude,ID_77,Observer,1,NA,NA
100181,Sonso,1_1,13.84,Include,14.72,14.72,NoValue,ID_77,Observer,4,NA,Goal_9
102474,Sonso,1_1,55.68,Include,57.08,59.08,OtherSignaller,ID_77,Observer,1,NA,NA
101205,Sonso,1_1,0,Include,0.8,0.92,Exclude,ID_77,Observer,1,NA,NA
101401,Sonso,1_1,3.24,Include,3.72,4.2,Exclude,ID_77,Observer,1,NA,Goal_9
101205,Sonso,1_1,0.08,Include,0.96,0.92,Exclude,ID_77,Observer,1,NA,NA
101198,Sonso,1_1,194.08,Include,195.08,199.52,GoalRecipient,ID_77,ID_188,1,10,NA
101513,Sonso,1_1,5.28,Include,6.56,8.08,GoalRecipient,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,1,Exclude,2.92,36.08,Exclude,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,34.72,Include,35.24,36.08,Exclude,ID_77,ID_194,1,11,NA
101521,Sonso,1_1,2.6,Include,5.52,14.48,OtherSignaller,ID_77,ID_194,1,11,NA
101521,Sonso,1_1,3.52,Include,3.92,14.48,OtherSignaller,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,8.64,Include,8.84,36.08,Exclude,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,7.52,Include,9.76,36.08,Exclude,ID_77,ID_194,1,11,NA
101832,Sonso,1_1,4.48,Include,7.36,8.68,Exclude,ID_77,ID_194,1,11,NA
101832,Sonso,1_1,8.25,Include,8.606,8.68,Exclude,ID_77,ID_194,1,11,NA
101832,Sonso,1_1,0,Include,3.6,8.68,Exclude,ID_77,ID_194,1,11,NA
101398,Sonso,1_1,24,Include,24.72,42.36,Unable,ID_77,ID_194,1,11,NA
101513,Sonso,1_1,4.72,Include,6.24,8.08,GoalRecipient,ID_77,ID_194,1,11,NA
101398,Sonso,1_1,25.36,Include,26.36,42.36,Unable,ID_77,ID_194,1,11,NA
101832,Sonso,1_1,7.36,Include,7.716,8.68,Exclude,ID_77,ID_194,1,11,NA
101513,Sonso,1_1,0.52,Include,1.56,8.08,GoalRecipient,ID_77,ID_194,1,11,NA
101832,Sonso,1_1,7.74,Include,8.096,8.68,Exclude,ID_77,ID_194,1,11,NA
101529a,Sonso,1_2,6.36,Include,8.36,10.44,GoalAmbiguous,ID_77,ID_194,1,11,NA
101521,Sonso,1_1,6.92,Include,9.16,14.48,OtherSignaller,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,24.4,Include,25.28,36.08,Exclude,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,7.52,Include,7.72,36.08,Exclude,ID_77,ID_194,1,11,NA
101520,Sonso,1_1,6.72,Include,7.52,36.08,Exclude,ID_77,ID_194,1,11,NA
101526,Sonso,1_1,0,Exclude,3.36,3.32,TimeExcludeAmbiguous,ID_77,ID_194,1,11,NA
101020a,Sonso,1_2,0,Include,0.52,0.72,TimeExcludeAmbiguous,ID_77,ID_194,1,11,NA
100370,Sonso,1_1,15,Include,16.36,27.28,OtherSignaller,ID_77,ID_214,5,21,NA
100370,Sonso,1_1,12.88,Include,13.92,27.28,OtherSignaller,ID_77,ID_214,5,21,NA
100369b,Sonso,2_2,24.08,Include,27.36,30.88,OtherSignaller,ID_77,ID_214,5,21,Goal_9
100369b,Sonso,2_2,26.4,Include,27.2,30.88,OtherSignaller,ID_77,ID_214,5,21,Goal_9
100370,Sonso,1_1,10.8,Include,14.36,27.28,OtherSignaller,ID_77,ID_214,5,21,NA
100370,Sonso,1_1,22.04,Include,23.2,27.28,OtherSignaller,ID_77,ID_214,5,21,NA
101751,Sonso,1_1,30.88,Include,34.12,42.8,OtherSignaller,ID_77,ID_215,1,1,NA
102300,Sonso,1_1,5.24,Include,6.2,6.88,GoalAmbiguous,ID_77,StrF,2,NA,NA
102305,Sonso,1_1,3.76,Exclude,9.16,9.12,TimeExcludeAmbiguous,ID_77,StrF,2,NA,Goal_12
102304,Sonso,1_1,7.72,Exclude,31.88,31.48,TimeExcludeAmbiguous,ID_77,StrF,2,NA,Goal_12
102302,Sonso,1_1,1.12,Include,1.4,1.8,GoalAmbiguous,ID_77,StrF,2,NA,NA
102301,Sonso,1_1,9.16,Include,9.52,10.04,GoalAmbiguous,ID_77,StrF,2,NA,NA
102151,Sonso,1_1,5.8,Include,6.68,7.6,GoalRecipient,ID_77,ID_247,2,8,NA
101452,Sonso,1_1,2.16,Include,2.64,2.76,GoalAmbiguous,ID_77,ID_247,1,7,NA
101455b,Sonso,2_2,2.52,Include,3.56,4.64,GoalAmbiguous,ID_77,ID_247,1,7,NA
101617,Sonso,1_1,0,Include,0.4,4.12,TimeExcludeAmbiguous,ID_77,ID_247,1,7,NA
101452,Sonso,1_1,0,Include,1.52,2.76,GoalAmbiguous,ID_77,ID_247,1,7,NA
101455b,Sonso,2_2,2.12,Include,2.76,4.64,GoalAmbiguous,ID_77,ID_247,1,7,NA
101565a,Sonso,1_2,3.4,Include,4.72,8,GoalSignaller,ID_77,ID_247,1,7,NA
100148,Sonso,1_1,0,Include,3.56,4.16,GoalRecipient,ID_77,ID_247,4,10,NA
101575,Sonso,1_1,8,Include,9.92,11.88,GoalRecipient,ID_77,ID_249,1,11,NA
101574,Sonso,1_1,31.36,Include,31.92,34.04,GoalRecipient,ID_77,ID_249,1,11,NA
101575,Sonso,1_1,3.52,Include,5.8,11.88,GoalRecipient,ID_77,ID_249,1,11,NA
101575,Sonso,1_1,1.12,Include,2.16,11.88,GoalRecipient,ID_77,ID_249,1,11,NA
100757,Sonso,1_1,14.52,Include,16.32,20.76,GoalRecipient,ID_77,ID_250,0,5,NA
101406,Sonso,1_1,0.2,Include,0.96,7.72,Exclude,ID_78,ID_19,2,21,NA
101407,Sonso,1_1,39.56,Include,51.08,65.32,TimeExcludeAmbiguous,ID_78,ID_19,2,21,NA
101406,Sonso,1_1,1.04,Include,3.64,7.72,Exclude,ID_78,ID_19,2,21,NA
101670,Sonso,1_1,4.28,Include,4.64,4.6,NoValue,ID_78,ID_19,2,21,Goal_9
101670,Sonso,1_1,1.68,Include,2.08,4.6,NoValue,ID_78,ID_19,2,21,Goal_9
100466b,Sonso,2_2,13.88,Include,15.92,21.72,TimeExcludeAmbiguous,ID_78,ID_19,2,21,NA
101371,Sonso,1_1,32.6,Include,33.68,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101239,Sonso,1_1,7.12,Include,8.72,25.2,GoalRecipient,ID_78,ID_22,2,14,NA
101371,Sonso,1_1,31.48,Include,32.28,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101371,Sonso,1_1,11,Include,12.12,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101376,Sonso,1_1,0.32,ExcludeStart,0.8,18.92,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101371,Sonso,1_1,10.44,Include,10.68,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101376,Sonso,1_1,5.6,Include,7.44,18.92,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101239,Sonso,1_1,18.64,Include,21.68,25.2,GoalRecipient,ID_78,ID_22,2,14,NA
101371,Sonso,1_1,36.48,Include,37.84,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
101239,Sonso,1_1,7.16,Include,8.72,25.2,GoalRecipient,ID_78,ID_22,2,14,NA
101241,Sonso,1_1,12.64,Include,13.24,13.88,GoalRecipient,ID_78,ID_22,2,14,NA
101371,Sonso,1_1,36.36,Include,37.16,42.52,TimeExcludeAmbiguous,ID_78,ID_22,2,14,NA
102457,Sonso,1_1,12.72,Include,15.24,16.48,GoalRecipient,ID_78,ID_30,2,12,NA
102457,Sonso,1_1,15.56,Include,16,16.48,GoalRecipient,ID_78,ID_30,2,12,NA
102455,Sonso,1_1,58.4,Include,59.64,60.24,GoalAmbiguous,ID_78,ID_30,2,12,NA
102449,Sonso,1_1,3.2,Include,4.2,5.16,GoalAmbiguous,ID_78,ID_45,2,2,NA
102448,Sonso,1_1,5,Include,5.4,12.48,GoalAmbiguous,ID_78,ID_45,2,2,NA
102448,Sonso,1_1,5.4,Include,6,12.48,GoalAmbiguous,ID_78,ID_45,2,2,NA
102448,Sonso,1_1,6,Include,6.48,12.48,GoalAmbiguous,ID_78,ID_45,2,2,NA
102448,Sonso,1_1,0.64,ExcludeStart,1.48,12.48,GoalAmbiguous,ID_78,ID_45,2,2,NA
102450,Sonso,1_1,22.56,Include,23.84,37.08,GoalAmbiguous,ID_78,ID_45,2,2,NA
102086,Sonso,1_1,3.6,Include,4.08,8.68,Exclude,ID_78,ID_48,3,10,NA
102085,Sonso,1_1,7.12,Include,8,9.68,GoalAmbiguous,ID_78,ID_48,3,10,NA
102086,Sonso,1_1,0,ExcludeStart,0.52,8.68,Exclude,ID_78,ID_48,3,10,NA
102085,Sonso,1_1,4.72,Include,5.52,9.68,GoalAmbiguous,ID_78,ID_48,3,10,NA
100738a,Sonso,1_2,8.6,Include,9.36,35.12,TimeExcludeAmbiguous,ID_78,ID_55,1,20,NA
100259a,Sonso,1_2,21.88,Include,22.92,24.08,GoalRecipient,ID_78,ID_60,6,19,Goal_12
102324a,Sonso,1_2,28.04,Include,29.24,32.32,OtherSignaller,ID_78,ID_60,3,16,NA
102324a,Sonso,1_2,30.96,Include,31.4,32.32,OtherSignaller,ID_78,ID_60,3,16,NA
102324a,Sonso,1_2,30,Include,30.92,32.32,OtherSignaller,ID_78,ID_60,3,16,NA
100294,Sonso,1_1,21.16,Include,21.88,22.24,TimeExcludeRecipient,ID_78,ID_60,6,19,Goal_3
101586,Sonso,1_1,3.24,Include,3.96,5.8,GoalRecipient,ID_78,ID_72,2,2,NA
101590,Sonso,1_1,11.68,Include,13,16.84,GoalRecipient,ID_78,ID_72,2,2,NA
101938,Sonso,1_1,6.16,Include,6.84,8,GoalRecipient,ID_78,ID_72,3,3,NA
101590,Sonso,1_1,13,Include,14,16.84,GoalRecipient,ID_78,ID_72,2,2,NA
101939,Sonso,1_1,9.64,Include,10.04,10.8,Exclude,ID_78,ID_73,3,10,NA
101939,Sonso,1_1,9.04,Include,9.72,10.8,Exclude,ID_78,ID_73,3,10,NA
101939,Sonso,1_1,7.68,Include,8.08,10.8,Exclude,ID_78,ID_73,3,10,NA
100364,Sonso,1_1,26.36,Include,26.88,53.24,Exclude,ID_78,ID_75,6,14,Goal_9
100364,Sonso,1_1,50.909,Include,51.4,53.24,Exclude,ID_78,ID_75,6,14,Goal_9
100364,Sonso,1_1,6.36,Include,6.72,53.24,Exclude,ID_78,ID_75,6,14,Goal_9
101814b,Sonso,2_3,18,Include,18.4,24.32,GoalSignaller,ID_78,ID_75,2,10,NA
100364,Sonso,1_1,0,Exclude,3.48,53.24,Exclude,ID_78,ID_75,6,14,Goal_9
101528,Sonso,1_1,15.64,Include,16.12,19.32,GoalAmbiguous,ID_78,ID_77,2,1,NA
101524,Sonso,1_1,67.44,Include,67.92,69.76,TimeExcludeRecipient,ID_78,ID_77,2,1,NA
101528,Sonso,1_1,16.84,Include,17.32,19.32,GoalAmbiguous,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,16.88,Include,17.28,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,3_3,33.96,Include,35.24,47.28,Exclude,ID_78,ID_77,2,1,NA
101524,Sonso,1_1,66.6,Include,67.16,69.76,TimeExcludeRecipient,ID_78,ID_77,2,1,NA
101523b,Sonso,2_2,28.72,Include,29.2,39.68,TimeExcludeAmbiguous,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,14.44,Include,14.84,47.28,Exclude,ID_78,ID_77,2,1,NA
101524,Sonso,1_1,67.24,Include,67.64,69.76,TimeExcludeRecipient,ID_78,ID_77,2,1,NA
101528,Sonso,1_1,15.64,Include,16.04,19.32,GoalAmbiguous,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,19.08,Include,19.52,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,16.88,Include,17.44,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,3_3,44.28,Include,45.08,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,20.12,Include,21.08,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,13.12,Include,13.56,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,3_3,35.647,Include,36.927,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,13.32,Include,13.8,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,14.32,Include,15.08,47.28,Exclude,ID_78,ID_77,2,1,NA
101523b,Sonso,2_2,27.44,Include,28.2,39.68,TimeExcludeAmbiguous,ID_78,ID_77,2,1,NA
101524,Sonso,1_1,65.32,Include,66,69.76,TimeExcludeRecipient,ID_78,ID_77,2,1,NA
101527a,Sonso,3_3,24.64,Include,25.88,47.28,Exclude,ID_78,ID_77,2,1,NA
101527a,Sonso,1_3,18.76,Include,19.32,47.28,Exclude,ID_78,ID_77,2,1,NA
102475,Sonso,1_1,38.96,Include,40.8,47.44,GoalAmbiguous,ID_78,ID_77,2,1,NA
101524,Sonso,1_1,64.8,ExcludeEnd,65.76,69.76,TimeExcludeRecipient,ID_78,ID_77,2,1,NA
101527a,Sonso,3_3,45.32,Include,46.08,47.28,Exclude,ID_78,ID_77,2,1,NA
102009,Sonso,1_1,2.76,Include,3.6,7.52,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102046,Sonso,1_1,21.32,Include,22.28,33.76,GoalAmbiguous,ID_78,ID_83,3,1,NA
102010,Sonso,1_1,12.92,Include,13.96,15.04,NoValue,ID_78,ID_83,3,1,NA
102009,Sonso,1_1,6.4,Include,7.08,7.52,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102224,Sonso,1_1,28.6,Include,30.12,32.68,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102040,Sonso,1_1,2.4,Include,2.8,4.76,Exclude,ID_78,ID_83,3,1,Goal_4
102042,Sonso,1_1,7.32,Include,8,10.12,GoalAmbiguous,ID_78,ID_83,3,1,NA
102009,Sonso,1_1,6.28,Include,7.08,7.52,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102010,Sonso,1_1,4.72,Include,10.84,15.04,NoValue,ID_78,ID_83,3,1,NA
102009,Sonso,1_1,2.64,Include,4.16,7.52,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102009,Sonso,1_1,3.64,Include,5.04,7.52,TimeExcludeAmbiguous,ID_78,ID_83,3,1,NA
102010,Sonso,1_1,0.36,Include,1.24,15.04,NoValue,ID_78,ID_83,3,1,NA
102223a,Sonso,1_2,12.96,Include,14.16,17.28,Exclude,ID_78,ID_83,3,1,NA
102223a,Sonso,1_2,11,Include,12.56,17.28,Exclude,ID_78,ID_83,3,1,NA
102046,Sonso,1_1,20.64,Include,21.76,33.76,GoalAmbiguous,ID_78,ID_83,3,1,NA
102228,Sonso,1_1,1.56,Include,2.48,9,GoalAmbiguous,ID_78,ID_83,3,1,NA
101918,Sonso,1_1,4.159,Include,4.479,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
101918,Sonso,1_1,13.159,Include,13.279,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
102317,Sonso,1_1,17.16,Include,18.76,19.32,GoalRecipient,ID_78,ID_95,3,30,Goal_32
100371,Sonso,1_1,59.96,Include,60.56,66.16,GoalRecipient,ID_78,ID_95,5,32,Goal_32
100739,Sonso,1_1,4.44,Include,6.6,20.92,GoalAmbiguous,ID_78,ID_95,1,28,Goal_17
100371,Sonso,1_1,52.28,Include,53,66.16,GoalRecipient,ID_78,ID_95,5,32,Goal_32
100371,Sonso,1_1,47.76,Include,48.92,66.16,GoalRecipient,ID_78,ID_95,5,32,Goal_32
101644,Sonso,1_1,22.36,Include,23.04,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
101918,Sonso,1_1,6.279,Include,6.959,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
100187,Sonso,1_1,7.28,Include,8.88,14.28,GoalRecipient,ID_78,ID_95,5,32,Goal_30
101935,Sonso,1_1,0,Include,1.96,6.12,GoalSignaller,ID_78,ID_95,3,30,Goal_32
101644,Sonso,1_1,24.76,Include,25.6,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
101644,Sonso,1_1,1.16,Include,1.92,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
100030,Sonso,1_1,1.32,Include,1.8,5.8,GoalSignaller,ID_78,ID_95,5,32,Goal_32
101644,Sonso,1_1,3.8,Include,4.52,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
101646,Sonso,1_1,31.72,Include,32.28,34.04,GoalRecipient,ID_78,ID_95,2,29,NA
101645,Sonso,1_1,1.92,Include,2.52,3,GoalRecipient,ID_78,ID_95,2,29,NA
100187,Sonso,1_1,10.16,Include,12.64,14.28,GoalRecipient,ID_78,ID_95,5,32,Goal_30
101644,Sonso,1_1,24.76,Include,25.52,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
100279,Sonso,1_1,4.96,Include,6.92,7.04,TimeExcludeAmbiguous,ID_78,ID_95,5,32,Goal_10
101584,Sonso,1_1,1.84,ExcludeEnd,3.68,5,TimeExcludeAmbiguous,ID_78,ID_95,2,29,NA
101918,Sonso,1_1,12.519,Include,12.759,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
101644,Sonso,1_1,6.8,Include,7.24,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
101918,Sonso,1_1,11.879,Include,12.079,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
100371,Sonso,1_1,47.2,Include,48,66.16,GoalRecipient,ID_78,ID_95,5,32,Goal_32
100371,Sonso,1_1,48.96,Include,51.04,66.16,GoalRecipient,ID_78,ID_95,5,32,Goal_32
101918,Sonso,1_1,11.359,Include,11.559,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
101644,Sonso,1_1,0,Include,1.16,30.56,GoalRecipient,ID_78,ID_95,2,29,NA
101918,Sonso,1_1,10.199,Include,10.519,17.639,GoalRecipient,ID_78,ID_95,3,30,Goal_29
102210,Sonso,1_1,10.64,Include,11.56,12.84,GoalRecipient,ID_78,ID_95,3,30,Goal_10
101645,Sonso,1_1,1.48,Include,1.92,3,GoalRecipient,ID_78,ID_95,2,29,NA
100464,Sonso,1_1,17.56,Include,18.2,26.6,Exclude,ID_78,ID_96,2,10,NA
101858,Sonso,1_1,0.32,Include,0.8,1.2,GoalRecipient,ID_78,ID_96,2,10,NA
102261,Sonso,1_1,7.04,Include,8,10.12,TimeExcludeAmbiguous,ID_78,ID_96,3,11,NA
102091,Sonso,1_1,6.639,Include,7.759,11.359,GoalRecipient,ID_78,ID_96,3,11,Goal_7
102261,Sonso,1_1,0.56,Include,1.16,10.12,TimeExcludeAmbiguous,ID_78,ID_96,3,11,NA
102011,Sonso,1_1,0.04,ExcludeStart,2.44,10.2,TimeExcludeAmbiguous,ID_78,ID_96,3,11,NA
102091,Sonso,1_1,7.639,Include,9.559,11.359,GoalRecipient,ID_78,ID_96,3,11,Goal_7
101413a,Sonso,1_2,21.999,Include,22.999,23.239,OtherSignaller,ID_78,ID_96,2,10,NA
102264,Sonso,1_1,5.84,Include,6.28,7.96,GoalRecipient,ID_78,ID_96,3,11,NA
102011,Sonso,1_1,5.96,Exclude,6.72,10.2,TimeExcludeAmbiguous,ID_78,ID_96,3,11,NA
101413a,Sonso,1_2,21.279,Include,21.959,23.239,OtherSignaller,ID_78,ID_96,2,10,NA
101859,Sonso,1_1,4.64,Include,5.36,5.28,Exclude,ID_78,ID_96,2,10,NA
102261,Sonso,1_1,1.48,Include,2.16,10.12,TimeExcludeAmbiguous,ID_78,ID_96,3,11,NA
101698,Sonso,1_1,13.96,Include,14.32,18.96,GoalRecipient,ID_78,ID_96,2,10,NA
100464,Sonso,1_1,25.64,ExcludeEnd,26.44,26.6,Exclude,ID_78,ID_96,2,10,NA
100464,Sonso,1_1,17.96,Include,18.88,26.6,Exclude,ID_78,ID_96,2,10,NA
101698,Sonso,1_1,14,Include,15,18.96,GoalRecipient,ID_78,ID_96,2,10,NA
102227,Sonso,1_1,12.04,Include,12.88,13.32,OtherRecipient,ID_78,ID_97,3,11,NA
102227,Sonso,1_1,5.2,Include,6.24,13.32,OtherRecipient,ID_78,ID_97,3,11,NA
101354,Sonso,1_1,8.72,Include,11.84,13.44,OtherRecipient,ID_78,ID_99,2,7,NA
102226,Sonso,1_1,88,Include,88.84,89.44,GoalRecipient,ID_78,ID_100,3,6,Goal_34
102226,Sonso,1_1,86.72,Include,88,89.44,GoalRecipient,ID_78,ID_100,3,6,Goal_34
102043,Sonso,1_1,36.199,Include,37.479,40.719,GoalAmbiguous,ID_78,ID_101,3,16,NA
102043,Sonso,1_1,39.519,Include,40.319,40.719,GoalAmbiguous,ID_78,ID_101,3,16,NA
100475,Sonso,1_1,22.88,Include,23.44,25.84,GoalAmbiguous,ID_78,ID_132,2,1,NA
100475,Sonso,1_1,23.44,Include,25,25.84,GoalAmbiguous,ID_78,ID_132,2,1,NA
101860a,Sonso,1_2,29.48,Include,30.88,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,15.32,Include,17.36,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,37.84,Include,38.4,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,6.36,Include,8.2,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,15.32,Include,17.16,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,28.68,Include,29.48,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,6.48,Include,8.16,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
102025,Sonso,1_1,1.88,Include,2.4,5,Exclude,ID_78,ID_145,3,17,NA
101860a,Sonso,1_2,1.68,Include,2.44,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101860a,Sonso,1_2,0.04,Include,1.2,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101861,Sonso,1_1,20.72,ExcludeEnd,23.24,23.24,GoalAmbiguous,ID_78,ID_145,2,16,Goal_12
102217,Sonso,1_1,2.52,Include,3.08,6.52,NoValue,ID_78,ID_145,3,17,Goal_37
101860a,Sonso,1_2,36.84,Include,37.84,51.88,OtherSignaller,ID_78,ID_145,2,16,NA
101382,Sonso,1_1,1.52,Include,2.16,12.68,GoalRecipient,ID_78,ID_157,2,26,NA
102018,Sonso,1_1,5.08,Include,6.96,9.72,Exclude,ID_78,ID_157,3,27,NA
102018,Sonso,1_1,2.64,Include,3.08,9.72,Exclude,ID_78,ID_157,3,27,NA
101381,Sonso,1_1,13.96,Include,15.6,15.48,Exclude,ID_78,ID_157,2,26,NA
101647,Sonso,1_1,13.92,Include,14.68,17.2,GoalRecipient,ID_78,ID_157,2,26,NA
101380,Sonso,1_1,7.88,Include,8.96,26.48,Exclude,ID_78,ID_157,2,26,NA
101377,Sonso,1_1,10.24,ExcludeEnd,10.68,15.04,TimeExcludeAmbiguous,ID_78,ID_157,2,26,NA
101378,Sonso,1_1,2.48,Include,5.16,5.84,OtherRecipient,ID_78,ID_157,2,26,NA
102021,Sonso,1_1,42.36,ExcludeEnd,43.4,48.84,TimeExcludeAmbiguous,ID_78,ID_157,3,27,NA
102017,Sonso,1_1,18.24,Include,18.72,21.84,Exclude,ID_78,ID_157,3,27,NA
101643,Sonso,1_1,7.6,Include,8.4,11.32,GoalAmbiguous,ID_78,ID_157,2,26,NA
101381,Sonso,1_1,7.56,Include,8.96,15.48,Exclude,ID_78,ID_157,2,26,NA
101381,Sonso,1_1,3.52,Include,5.12,15.48,Exclude,ID_78,ID_157,2,26,NA
102017,Sonso,1_1,17.52,Include,19.52,21.84,Exclude,ID_78,ID_157,3,27,NA
101377,Sonso,1_1,9.2,ExcludeEnd,11.84,15.04,TimeExcludeAmbiguous,ID_78,ID_157,2,26,NA
101381,Sonso,1_1,16.88,Include,17.6,15.48,Exclude,ID_78,ID_157,2,26,NA
102017,Sonso,1_1,16.76,Include,17.52,21.84,Exclude,ID_78,ID_157,3,27,NA
101643,Sonso,1_1,9.64,Include,10.08,11.32,GoalAmbiguous,ID_78,ID_157,2,26,NA
102018,Sonso,1_1,2.12,Include,5.08,9.72,Exclude,ID_78,ID_157,3,27,NA
101380,Sonso,1_1,18.28,Include,19.72,26.48,Exclude,ID_78,ID_157,2,26,NA
101378,Sonso,1_1,0,ExcludeStart,0.88,5.84,OtherRecipient,ID_78,ID_157,2,26,NA
101380,Sonso,1_1,19.44,Include,20.92,26.48,Exclude,ID_78,ID_157,2,26,NA
101381,Sonso,1_1,8.92,Include,9.6,15.48,Exclude,ID_78,ID_157,2,26,NA
102017,Sonso,1_1,14,Include,15.2,21.84,Exclude,ID_78,ID_157,3,27,NA
101956a,Sonso,1_2,6.04,Include,6.8,12.92,NoValue,ID_78,ID_163,3,13,NA
102262b,Sonso,2_2,22.76,Include,23.16,24.92,OtherRecipient,ID_78,ID_163,3,13,NA
101692,Sonso,1_1,8.08,Include,8.44,23.32,GoalRecipient,ID_78,ID_164,2,5,NA
101583b,Sonso,4_4,24.04,Include,25.52,39.2,OtherSignaller,ID_78,ID_164,2,5,NA
101583b,Sonso,2_4,15.04,Include,16,39.2,OtherSignaller,ID_78,ID_164,2,5,NA
101642,Sonso,1_1,10.96,Include,12.2,18.48,GoalSignaller,ID_78,ID_164,2,5,NA
101649,Sonso,1_1,22.6,Include,23.6,26.4,GoalRecipient,ID_78,ID_164,2,5,NA
101512,Sonso,1_1,2.56,Include,4.16,16.16,GoalRecipient,ID_78,ID_164,2,5,NA
101583b,Sonso,4_4,25.04,Include,25.6,39.2,OtherSignaller,ID_78,ID_164,2,5,NA
101512,Sonso,1_1,4.2,Include,5.72,16.16,GoalRecipient,ID_78,ID_164,2,5,NA
101692,Sonso,1_1,6.72,Include,7.28,23.32,GoalRecipient,ID_78,ID_164,2,5,NA
100485,Sonso,1_1,2.8,Include,3.72,12.12,OtherSignaller,ID_78,ID_164,2,5,NA
101583b,Sonso,4_4,34.6,Include,35.44,39.2,OtherSignaller,ID_78,ID_164,2,5,NA
101997,Sonso,1_1,0.72,ExcludeEnd,1.68,3.88,TimeExcludeAmbiguous,ID_78,ID_164,3,6,NA
101640b,Sonso,2_3,19.16,Include,20.12,36.48,GoalSignaller,ID_78,ID_164,2,5,NA
100355b,Sonso,2_3,14.16,Include,14.825,17.04,GoalAmbiguous,ID_78,ID_164,6,9,NA
