Communication_number,Social_unit,Part_exchange,Gesture_start_time,Duration_analysis_include,Mau_end_time,Outcome_time,Outcome,Sgn_ID,Rcp_ID,Signaller_age,Recipient_age,Goal_anon
101922,Sonso,1_1,0,ExcludeStart,0.2,1.56,OtherRecipient,ID_75,ID_107,11,2,Goal_34
101809,Sonso,1_1,13.72,Include,16.6,16.8,GoalAmbiguous,ID_75,ID_107,10,1,NA
101220,Sonso,1_1,1,Include,1.6,2.32,TimeExcludeAmbiguous,ID_75,ID_107,10,1,NA
102137,Sonso,1_1,0.28,Exclude,1.16,4.68,TimeExcludeAmbiguous,ID_75,ID_107,11,2,NA
101446,Sonso,1_1,1.92,Include,4.28,5.24,GoalRecipient,ID_75,ID_108,10,25,Goal_11
101881,Sonso,1_1,1.92,Include,4.28,5.24,GoalRecipient,ID_75,ID_108,10,25,Goal_11
101447,Sonso,1_1,5.2,Include,6.56,9.32,GoalRecipient,ID_75,ID_108,10,25,Goal_11
101502,Sonso,1_1,17.08,Include,18.08,20.08,GoalAmbiguous,ID_75,ID_109,10,13,NA
101503,Sonso,1_1,33.44,Include,34.4,40.72,GoalRecipient,ID_75,ID_109,10,13,NA
100311b,Sonso,2_2,47.8,ExcludeStart,52.16,52.12,GoalAmbiguous,ID_75,ID_145,14,20,Goal_2
101786,Sonso,1_1,6.88,Include,8.08,10.8,TimeExcludeRecipient,ID_75,ID_157,10,26,Goal_3
100305,Sonso,1_1,9.4,Include,10.4,10.36,GoalRecipient,ID_75,ID_157,14,30,Goal_1
101224,Sonso,1_1,0,ExcludeStart,1.48,9.12,OtherSignaller,ID_75,ID_157,10,26,Goal_18
100434,Sonso,1_1,1.4,Include,2.72,6.8,Exclude,ID_75,ID_163,10,12,NA
100434,Sonso,1_1,3.6,Include,6.68,6.8,Exclude,ID_75,ID_163,10,12,NA
101821a,Sonso,1_2,4.36,Include,5.32,22.36,OtherSignaller,ID_75,ID_164,10,5,NA
100750b,Sonso,2_2,3.2,Include,4.4,5.76,TimeExcludeAmbiguous,ID_75,ID_164,9,4,NA
101821a,Sonso,1_2,13.6,Include,14.48,22.36,OtherSignaller,ID_75,ID_164,10,5,NA
102105,Sonso,1_1,7.72,Include,8.4,13.64,GoalRecipient,ID_75,ID_203,11,12,Goal_4
102105,Sonso,1_1,10.72,Include,11.16,13.64,GoalRecipient,ID_75,ID_203,11,12,Goal_4
102204,Sonso,1_1,51.72,Include,55.48,76.52,GoalRecipient,ID_75,ID_248,11,27,Goal_24
102204,Sonso,1_1,49.08,Include,49.92,76.52,GoalRecipient,ID_75,ID_248,11,27,Goal_24
102204,Sonso,1_1,61.96,Include,62.8,76.52,GoalRecipient,ID_75,ID_248,11,27,Goal_24
102199b,Sonso,2_2,4.28,Include,4.8,6.36,TimeExcludeRecipient,ID_75,ID_248,11,27,Goal_3
102204,Sonso,1_1,60.12,Include,60.56,76.52,GoalRecipient,ID_75,ID_248,11,27,Goal_24
102204,Sonso,1_1,56.88,Include,57,76.52,GoalRecipient,ID_75,ID_248,11,27,Goal_24
101784b,Sonso,2_2,2.52,Include,3.76,3.76,GoalAmbiguous,ID_75,ID_250,10,6,NA
320306a,Issa,1_2,31.363,Include,34.88,41.621,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_22
320179,Issa,Unclear,4.24,Include,4.519,8.052,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_16
320306a,Issa,1_2,37.088,Include,37.444,41.621,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_22
320187,Issa,1_1,83.237,Include,84.475,83.237,Exclude,ID_76,ID_33,14,14,Goal_9
320179,Issa,Unclear,6.46,Include,6.86,8.052,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_16
320181a,Issa,1_2,15.533,Include,16.637,15.533,Exclude,ID_76,ID_33,14,14,Goal_9
320179,Issa,Unclear,3.044,Include,4.043,8.052,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_16
320306a,Issa,1_2,37.883,ExcludeEnd,38.598,41.621,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_22
320179,Issa,Unclear,8.052,Include,8.479,8.052,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_16
320306a,Issa,1_2,39.157,Include,41.66,41.621,TimeExcludeSignaller,ID_76,ID_33,14,14,Goal_22
320185,Issa,1_1,6.1,Include,6.487,6.1,Exclude,ID_76,ID_43,14,28,Goal_3
320186,Issa,1_1,2.856,ExcludeEnd,4.216,4.816,TimeExcludeRecipient,ID_76,ID_43,14,28,Goal_1
320121,Issa,1_1,6.911,Include,8.97,11.511,GoalAmbiguous,ID_76,ID_43,14,28,Goal_2
320185,Issa,1_1,6.667,Include,7.713,6.1,Exclude,ID_76,ID_43,14,28,Goal_3
320103,Issa,Unclear,72.467,Include,74.187,72.467,TimeExcludeRecipient,ID_76,ID_71,14,4,Goal_5
320103,Issa,Unclear,70.393,Include,70.902,72.467,TimeExcludeRecipient,ID_76,ID_71,14,4,Goal_5
320040,Issa,1_1,37.309,Include,38.141,40.763,GoalRecipient,ID_76,ID_85,14,26,Goal_10
320040,Issa,1_1,35.598,Include,36.513,40.763,GoalRecipient,ID_76,ID_85,14,26,Goal_10
320078,Issa,1_1,20.807,ExcludeEnd,21.916,23.186,TimeExcludeRecipient,ID_76,ID_92,14,36,Goal_1
320210,Issa,1_1,1.857,Include,3.017,3.696,GoalAmbiguous,ID_76,ID_92,14,36,Goal_13
320328b,Issa,2_2,22.931,Include,23.652,26.324,GoalAmbiguous,ID_76,ID_104,12,6,Goal_2
320330b,Issa,2_2,19.006,Include,20.046,23.228,GoalAmbiguous,ID_76,ID_104,12,6,Goal_2
320041,Issa,1_1,29.743,Include,30.694,29.743,Exclude,ID_76,ID_129,14,21,Goal_3
320043,Issa,1_1,5.309,Include,6.309,3.909,Exclude,ID_76,ID_207,14,31,Goal_3
320043,Issa,1_1,3.909,Include,5.04,3.909,Exclude,ID_76,ID_207,14,31,Goal_3
320042,Issa,Unclear,3.088,Include,5.048,3.088,Exclude,ID_76,ID_207,14,31,Goal_3
320298a,Issa,1_2,3.155,Include,5.435,3.155,TimeExcludeSignaller,ID_76,ID_208,14,16,Goal_33
320231,Issa,1_1,18.332,Include,19.833,20.73,GoalAmbiguous,ID_76,ID_241,12,11,Goal_25
320231,Issa,1_1,17.103,Include,18.054,20.73,GoalAmbiguous,ID_76,ID_241,12,11,Goal_25
320231,Issa,1_1,14.615,Include,16.506,20.73,GoalAmbiguous,ID_76,ID_241,12,11,Goal_25
320231,Issa,1_1,12.369,Include,13.917,20.73,GoalAmbiguous,ID_76,ID_241,12,11,Goal_25
320045,Issa,1_2,2.914,Include,3.914,4.674,GoalAmbiguous,ID_76,ID_241,14,13,Goal_13
101299,Sonso,1_1,17.92,Include,20.16,20.16,Exclude,ID_77,ID_19,1,21,NA
101299,Sonso,1_1,10.96,Include,11.76,20.16,Exclude,ID_77,ID_19,1,21,NA
101749a,Sonso,3_3,12.52,Include,14.68,26.68,OtherRecipient,ID_77,ID_57,1,7,NA
100212,Sonso,1_1,2.04,Include,2.72,19.48,GoalRecipient,ID_77,ID_57,5,11,Goal_5
101748a,Sonso,1_2,25.96,Include,28.08,52.12,Exclude,ID_77,ID_57,1,7,NA
101748a,Sonso,1_2,0,Include,2.72,52.12,Exclude,ID_77,ID_57,1,7,NA
101749a,Sonso,1_3,0,Exclude,1.28,26.68,OtherRecipient,ID_77,ID_57,1,7,NA
101748a,Sonso,1_2,36.6,Include,36.88,52.12,Exclude,ID_77,ID_57,1,7,NA
101748a,Sonso,1_2,28.64,Include,29.96,52.12,Exclude,ID_77,ID_57,1,7,NA
101298,Sonso,1_1,107.079,Include,107.839,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,108.879,Include,109.879,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,107.119,Include,108.199,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,106.119,Include,106.799,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,136.079,Include,137.199,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101297,Sonso,1_1,41.319,Include,42.959,43.999,TimeExcludeAmbiguous,ID_77,ID_60,1,15,NA
101561,Sonso,1_1,19.96,Include,21.84,26.52,Exclude,ID_77,ID_60,1,15,Goal_18
101296,Sonso,1_1,9.999,Include,12.239,13.039,GoalRecipient,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,124.759,Include,126.119,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101298,Sonso,1_1,100.439,Include,102.079,140.039,OtherSignaller,ID_77,ID_60,1,15,NA
101561,Sonso,1_1,23.72,ExcludeEnd,24.36,26.52,Exclude,ID_77,ID_60,1,15,Goal_18
101561,Sonso,1_1,10.8,Include,11.28,26.52,Exclude,ID_77,ID_60,1,15,Goal_18
101628b,Sonso,2_2,7.04,Include,7.64,7.48,TimeExcludeAmbiguous,ID_77,ID_73,1,9,NA
102153,Sonso,1_1,0,ExcludeStart,0.6,12.48,GoalSignaller,ID_77,ID_78,2,3,NA
101900,Sonso,1_1,13.24,ExcludeEnd,14.84,20.96,TimeExcludeAmbiguous,ID_77,ID_78,2,3,NA
101900,Sonso,1_1,6.2,ExcludeEnd,7.32,20.96,TimeExcludeAmbiguous,ID_77,ID_78,2,3,NA
101772,Sonso,1_1,4.24,Include,4.88,12.88,Exclude,ID_77,ID_78,1,2,NA
102153,Sonso,1_1,9.92,Include,10.64,12.48,GoalSignaller,ID_77,ID_78,2,3,NA
101772,Sonso,1_1,0.8,Include,2.04,12.88,Exclude,ID_77,ID_78,1,2,NA
101772,Sonso,1_1,7.08,Include,7.96,12.88,Exclude,ID_77,ID_78,1,2,NA
101464,Sonso,1_1,36.239,ExcludeEnd,37.319,38.799,TimeExcludeAmbiguous,ID_77,ID_78,1,2,NA
101523a,Sonso,1_2,15.44,Include,16.92,39.68,TimeExcludeAmbiguous,ID_77,ID_78,1,2,NA
101772,Sonso,1_1,2.92,Include,3.48,12.88,Exclude,ID_77,ID_78,1,2,NA
101225,Sonso,1_1,1.12,Include,1.84,2.28,Exclude,ID_77,ID_78,1,2,NA
101527b,Sonso,2_3,24.4,Include,26.24,40.84,OtherSignaller,ID_77,ID_78,1,2,NA
101772,Sonso,1_1,12.16,Include,12.68,12.88,Exclude,ID_77,ID_78,1,2,NA
101233,Sonso,1_1,0,Include,1,3.08,Exclude,ID_77,ID_78,1,2,NA
101233,Sonso,1_1,1.88,Include,3.44,3.08,Exclude,ID_77,ID_78,1,2,NA
101772,Sonso,1_1,10.36,Include,11.24,12.88,Exclude,ID_77,ID_78,1,2,NA
100282,Sonso,1_1,53.56,Include,54.64,108.04,OtherRecipient,ID_77,ID_83,4,3,NA
100282,Sonso,1_1,99.44,Include,103,108.04,OtherRecipient,ID_77,ID_83,4,3,NA
100282,Sonso,1_1,82.12,Include,85.2,108.04,OtherRecipient,ID_77,ID_83,4,3,NA
100022,Sonso,1_1,2.64,Include,4.21,4.76,Unable,ID_77,ID_83,4,3,NA
100282,Sonso,1_1,51.12,Include,51.84,108.04,OtherRecipient,ID_77,ID_83,4,3,NA
100282,Sonso,1_1,50.52,Include,51.44,108.04,OtherRecipient,ID_77,ID_83,4,3,NA
100705,Sonso,1_1,0.36,Include,1.16,6.84,Exclude,ID_77,ID_95,0,28,NA
101342,Sonso,1_1,16.28,Include,16.92,18.68,GoalRecipient,ID_77,ID_96,1,10,Goal_4
102038,Sonso,1_1,3.76,Include,4.44,5.08,Exclude,ID_77,ID_96,2,11,NA
100713a,Sonso,1_2,5.16,Include,8.24,12.92,TimeExcludeAmbiguous,ID_77,ID_96,0,9,NA
101340a,Sonso,1_2,5.24,Include,6.12,9.56,TimeExcludeAmbiguous,ID_77,ID_96,1,10,NA
101343,Sonso,1_1,3.96,Include,4.6,10,TimeExcludeAmbiguous,ID_77,ID_96,1,10,NA
100713a,Sonso,1_2,8.84,Include,9.44,12.92,TimeExcludeAmbiguous,ID_77,ID_96,0,9,NA
101317a,Sonso,1_2,50.76,Include,51.76,58.64,GoalSignaller,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,36.16,Include,36.76,40.92,Exclude,ID_77,ID_99,1,7,NA
101339a,Sonso,1_2,16.76,Include,21.36,22.4,Exclude,ID_77,ID_99,1,7,NA
101387a,Sonso,1_2,2.36,Include,2.8,5.88,GoalAmbiguous,ID_77,ID_99,1,7,NA
101317a,Sonso,1_2,50.76,Include,51.4,58.64,GoalSignaller,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,25.28,Include,28.08,40.92,Exclude,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,5.72,Include,7.04,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,36.64,Include,36.96,40.92,Exclude,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,7.32,Include,7.88,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,26.12,Include,26.88,40.92,Exclude,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,32.92,Include,33.6,40.92,Exclude,ID_77,ID_99,1,7,NA
101317a,Sonso,1_2,51.44,Include,51.92,58.64,GoalSignaller,ID_77,ID_99,1,7,NA
101557a,Sonso,1_3,10.16,Include,11.04,37.16,Exclude,ID_77,ID_99,1,7,NA
101387a,Sonso,1_2,1.32,Include,1.84,5.88,GoalAmbiguous,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,8.177,Include,8.48,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,9.29,Include,9.7,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,4.64,Include,4.96,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101842,Sonso,1_1,15.319,Include,16.239,18.759,OtherSignaller,ID_77,ID_99,1,7,NA
101838b,Sonso,2_2,13.4,Include,14.12,14.08,GoalAmbiguous,ID_77,ID_99,1,7,NA
101317a,Sonso,1_2,53,Include,53.8,58.64,GoalSignaller,ID_77,ID_99,1,7,NA
101557a,Sonso,1_3,4.88,Include,5.44,37.16,Exclude,ID_77,ID_99,1,7,NA
101557a,Sonso,1_3,21.16,ExcludeEnd,21.72,37.16,Exclude,ID_77,ID_99,1,7,NA
101300,Sonso,1_1,29.96,Include,30.7,40.92,Exclude,ID_77,ID_99,1,7,NA
101154a,Sonso,1_2,0.64,Include,2.2,18.28,OtherSignaller,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,10.653,Include,10.956,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101384,Sonso,1_1,0.92,Include,1.36,1.8,Exclude,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,4.12,Include,5,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101627,Sonso,1_1,26.92,Include,27.64,33.84,OtherRecipient,ID_77,ID_99,1,7,NA
101386,Sonso,1_1,2.96,ExcludeEnd,3.92,6.84,GoalRecipient,ID_77,ID_99,1,7,NA
101027,Sonso,1_1,8.04,Include,8.6,10.04,TimeExcludeAmbiguous,ID_77,ID_99,1,7,NA
101021,Sonso,1_1,8.88,Include,9.92,12.04,GoalRecipient,ID_77,ID_99,1,7,NA
101842,Sonso,1_1,13.839,Include,14.279,18.759,OtherSignaller,ID_77,ID_99,1,7,NA
101838b,Sonso,2_2,13.64,Include,14.08,14.08,GoalAmbiguous,ID_77,ID_99,1,7,NA
101627,Sonso,1_1,26.84,Include,27.52,33.84,OtherRecipient,ID_77,ID_99,1,7,NA
101557a,Sonso,1_3,3.56,Include,4.24,37.16,Exclude,ID_77,ID_99,1,7,NA
101330,Sonso,1_1,3.32,Include,4.12,4.08,GoalSignaller,ID_77,ID_99,1,7,NA
101842,Sonso,1_1,4.879,Include,5.159,18.759,OtherSignaller,ID_77,ID_99,1,7,NA
101357,Sonso,1_1,72.8,Include,74.84,78.68,OtherSignaller,ID_77,ID_99,1,7,NA
101154a,Sonso,1_2,2.12,Include,2.88,18.28,OtherSignaller,ID_77,ID_99,1,7,NA
101557a,Sonso,3_3,32.4,Include,33.04,37.16,Exclude,ID_77,ID_99,1,7,NA
101557a,Sonso,1_3,6.96,Include,8.08,37.16,Exclude,ID_77,ID_99,1,7,NA
102485,Sonso,1_1,0.4,Include,1.44,1.96,Exclude,ID_77,ID_99,1,7,NA
101397,Sonso,1_1,11.464,Include,11.767,13.4,OtherSignaller,ID_77,ID_99,1,7,NA
101496,Sonso,1_1,4.76,Include,5.88,11.4,GoalAmbiguous,ID_77,ID_99,1,7,NA
101558a,Sonso,1_2,32.28,Include,35.84,39.6,TimeExcludeAmbiguous,ID_77,ID_100,1,5,NA
101558a,Sonso,1_2,34.64,Include,37.12,39.6,TimeExcludeAmbiguous,ID_77,ID_100,1,5,NA
102271,Sonso,1_1,9.8,Include,12.64,15.48,Exclude,ID_77,ID_101,2,16,NA
102271,Sonso,1_1,8.04,Include,9.04,15.48,Exclude,ID_77,ID_101,2,16,NA
102271,Sonso,1_1,9.04,Include,9.8,15.48,Exclude,ID_77,ID_101,2,16,NA
101327,Sonso,1_1,14.2,Include,16.24,19.56,Exclude,ID_77,ID_105,2,28,NA
101984,Sonso,1_1,6.72,Include,9.08,14.8,GoalRecipient,ID_77,ID_105,2,28,NA
101458,Sonso,1_1,37.88,Include,38.68,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,9.68,Include,11.84,48.48,Exclude,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,11.4,Include,13.16,48.48,Exclude,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,7.48,Include,9.216,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101756,Sonso,1_1,6.92,Include,8.76,17.08,GoalRecipient,ID_77,ID_105,1,27,Goal_7
101756,Sonso,1_1,2.56,Include,6.56,17.08,GoalRecipient,ID_77,ID_105,1,27,Goal_7
102028,Sonso,1_1,4.52,Include,6.28,7.56,GoalAmbiguous,ID_77,ID_105,2,28,Goal_18
101714,Sonso,1_1,20.414,Include,20.77,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,14.9,Include,15.309,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101295,Sonso,1_1,0,Include,1.44,2.36,Exclude,ID_77,ID_105,1,27,NA
101756,Sonso,1_1,11.08,Include,12.56,17.08,GoalRecipient,ID_77,ID_105,1,27,Goal_7
101116,Sonso,1_1,1.36,ExcludeEnd,2.04,6.64,TimeExcludeAmbiguous,ID_77,ID_105,1,27,NA
100321,Sonso,1_1,53.44,Include,54.12,77.56,GoalRecipient,ID_77,ID_105,5,31,Goal_32
101393a,Sonso,1_2,3.04,ExcludeEnd,3.52,9.36,TimeExcludeAmbiguous,ID_77,ID_105,1,27,NA
100326,Sonso,1_1,26.52,Include,27.28,30.12,GoalRecipient,ID_77,ID_105,5,31,Goal_17
101931,Sonso,1_1,16.2,ExcludeEnd,19.24,25.12,Exclude,ID_77,ID_105,2,28,Goal_9
101458,Sonso,1_1,36.24,Include,37.4,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,32.32,Include,33.92,48.48,Exclude,ID_77,ID_105,1,27,NA
101395,Sonso,1_1,3.519,Include,3.959,6.679,GoalAmbiguous,ID_77,ID_105,1,27,Goal_17
101458,Sonso,1_1,0,Include,0.96,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,16.251,Include,16.66,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,2.24,Include,3.44,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,24.8,Include,25.36,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,25.68,Include,26.48,48.48,Exclude,ID_77,ID_105,1,27,NA
100943,Sonso,1_1,19.44,Include,20.68,30.6,GoalRecipient,ID_77,ID_105,2,28,Goal_24
101164,Sonso,1_1,11.36,Include,11.88,13.2,TimeExcludeAmbiguous,ID_77,ID_105,1,27,NA
101396,Sonso,1_1,5.52,Include,6.52,13.56,Exclude,ID_77,ID_105,1,27,NA
102244,Sonso,1_1,0,ExcludeStart,1.04,11.08,Exclude,ID_77,ID_105,2,28,Goal_8
101714,Sonso,1_1,17.396,Include,17.994,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
102027,Sonso,1_1,19.28,Include,21.48,31.12,GoalRecipient,ID_77,ID_105,2,28,Goal_18
100109b,Sonso,2_3,1.2,Include,2.28,6.6,GoalAmbiguous,ID_77,ID_105,4,30,Goal_32
101396,Sonso,1_1,7.16,Include,8.52,13.56,Exclude,ID_77,ID_105,1,27,NA
101396,Sonso,1_1,11.72,Include,12.44,13.56,Exclude,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,9.8,Include,10.4,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101396,Sonso,1_1,9.52,Include,10.92,13.56,Exclude,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,43.52,Include,43.88,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,33.52,Include,35,48.48,Exclude,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,41.24,Include,41.76,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101295,Sonso,1_1,1.44,Include,2.76,2.36,Exclude,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,18.396,Include,18.725,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101160,Sonso,1_1,8.04,ExcludeEnd,8.52,11.4,TimeExcludeAmbiguous,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,25.36,Include,25.84,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101323,Sonso,1_1,8.8,Include,10.56,16.44,Exclude,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,10.486,Include,11.324,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,1.72,Include,4.2,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101286,Sonso,1_1,3.12,Include,4.08,48.48,Exclude,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,0,Include,1.36,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,36.2,Include,36.68,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
100943,Sonso,1_1,26.68,Include,29.6,30.6,GoalRecipient,ID_77,ID_105,2,28,Goal_24
101385,Sonso,1_1,2.56,Include,3.28,3.28,GoalAmbiguous,ID_77,ID_105,1,27,NA
101280,Sonso,1_1,32.32,Include,33.48,34.76,GoalRecipient,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,53.48,Include,54.84,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101458,Sonso,1_1,23.96,Include,24.76,48.76,OtherSignaller,ID_77,ID_105,1,27,NA
101518,Sonso,1_1,2.64,Include,3.84,6.04,Exclude,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,13.549,Include,13.865,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
101984,Sonso,1_1,3.72,Include,5.28,14.8,GoalRecipient,ID_77,ID_105,2,28,NA
102027,Sonso,1_1,22.56,Include,22.96,31.12,GoalRecipient,ID_77,ID_105,2,28,Goal_18
101385,Sonso,1_1,0,ExcludeStart,0.68,3.28,GoalAmbiguous,ID_77,ID_105,1,27,NA
101714,Sonso,1_1,12.072,Include,12.584,56.36,GoalRecipient,ID_77,ID_105,1,27,NA
100338,Sonso,1_1,56.84,Include,57.32,58.16,GoalRecipient,ID_77,ID_105,5,31,Goal_12
102027,Sonso,1_1,26.84,Include,28.4,31.12,GoalRecipient,ID_77,ID_105,2,28,Goal_18
101716,Sonso,1_1,3.44,ExcludeEnd,4.56,8.24,TimeExcludeAmbiguous,ID_77,ID_107,1,1,NA
101715,Sonso,1_1,0.68,Include,1.56,5.28,GoalRecipient,ID_77,ID_107,1,1,NA
101780,Sonso,1_1,0.28,Include,1.28,2.08,GoalRecipient,ID_77,ID_109,1,13,NA
101196,Sonso,1_1,101.52,Include,101.88,103.8,GoalRecipient,ID_77,ID_109,1,13,NA
101773,Sonso,1_1,15.92,Include,17.28,32.16,GoalRecipient,ID_77,ID_109,1,13,NA
101831,Sonso,1_1,0.84,Include,2.96,7.2,Exclude,ID_77,ID_109,1,13,NA
101780,Sonso,1_1,1.28,Include,2.08,2.08,GoalRecipient,ID_77,ID_109,1,13,NA
101831,Sonso,1_1,5.64,Include,6.2,7.2,Exclude,ID_77,ID_109,1,13,NA
101773,Sonso,1_1,10.36,Include,11.12,32.16,GoalRecipient,ID_77,ID_109,1,13,NA
101773,Sonso,1_1,21.48,Include,23.2,32.16,GoalRecipient,ID_77,ID_109,1,13,NA
102320,Sonso,1_1,5,Include,6.24,7.48,TimeExcludeAmbiguous,ID_77,ID_109,2,14,NA
100219,Sonso,1_1,7.8,Include,8.36,9.48,Exclude,ID_77,ID_128,5,3,Goal_9
101017,Sonso,1_1,0,Include,1.199,2.839,Unable,ID_77,ID_132,1,1,NA
101024,Sonso,1_1,24.36,Include,25.24,26.8,TimeExcludeAmbiguous,ID_77,ID_132,1,1,NA
100764a,Sonso,1_2,2.72,ExcludeEnd,4.12,11.52,TimeExcludeAmbiguous,ID_77,ID_157,0,25,NA
101328,Sonso,1_1,5.52,Include,6.2,6.32,Exclude,ID_77,ID_157,1,26,Goal_9
101621,Sonso,1_1,106.36,Include,106.88,112.6,GoalRecipient,ID_77,ID_163,1,12,NA
101621,Sonso,1_1,105.68,Include,106.28,112.6,GoalRecipient,ID_77,ID_163,1,12,NA
100770,Sonso,1_1,18.999,Include,21.879,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,31.279,Include,32.719,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,7.679,Include,10.879,35.359,Exclude,ID_77,ID_164,0,4,NA
101929b,Sonso,2_2,2.84,Include,4.24,5.08,OtherSignaller,ID_77,ID_164,2,6,NA
102481,Sonso,1_1,60.36,Include,61.16,65,GoalAmbiguous,ID_77,ID_164,1,5,NA
102481,Sonso,1_1,41.84,Include,43.08,65,GoalAmbiguous,ID_77,ID_164,1,5,NA
102482b,Sonso,2_3,55.36,Exclude,61.84,75.16,TimeExcludeAmbiguous,ID_77,ID_164,1,5,NA
101679,Sonso,1_1,2.68,Include,3.24,3.24,Exclude,ID_77,ID_164,1,5,NA
100770,Sonso,1_1,23.599,Include,24.559,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,33.039,Include,35.079,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,21.079,Include,21.679,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,27.279,Include,27.919,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,24.959,Include,25.559,35.359,Exclude,ID_77,ID_164,0,4,NA
100770,Sonso,1_1,26.079,Include,27.039,35.359,Exclude,ID_77,ID_164,0,4,NA
100852,Sonso,1_1,0.08,Exclude,1.32,5.4,Unable,ID_77,ID_164,1,5,NA
100770,Sonso,1_1,0.559,Include,1.399,35.359,Exclude,ID_77,ID_164,0,4,NA
102474,Sonso,1_1,55.64,Include,57.04,59.08,OtherSignaller,ID_77,Observer,1,NA,NA
101204,Sonso,1_1,3,Include,5.32,6.6,Exclude,ID_77,Observer,1,NA,NA
101519,Sonso,1_1,23.76,Include,24.32,25.08,Exclude,ID_77,Observer,1,NA,NA
101401,Sonso,1_1,2.36,Include,3.28,4.2,Exclude,ID_77,Observer,1,NA,Goal_9
101155,Sonso,1_1,68.44,Include,69.4,69.88,OtherSignaller,ID_77,Observer,1,NA,Goal_9
